국가,구분,일자,요일,신규확진(명),누적확진(명),인구확진률(%),인구(명),신규사망(명),누적사망(명),사망률(%)
대한민국,일간,2022/08/05,금,110610,20383621,39.34,51815810,45,25236,0.12
대한민국,일간,2022/08/04,목,112857,20273011,39.13,51815810,47,25191,0.12
대한민국,일간,2022/08/03,수,107849,20160154,38.91,51815810,34,25144,0.12
대한민국,일간,2022/08/02,화,119866,20052305,38.70,51815810,26,25110,0.13
대한민국,일간,2022/08/01,월,111700,19932439,38.47,51815810,16,25084,0.13
대한민국,일간,2022/07/31,일,44689,19820739,38.25,51815810,21,25068,0.13
대한민국,일간,2022/07/30,토,73589,19776050,38.17,51815810,20,25047,0.13
대한민국,일간,2022/07/29,금,81944,19702461,38.02,51815810,35,25027,0.13
대한민국,일간,2022/07/28,목,85275,19620517,37.87,51815810,35,24992,0.13
대한민국,일간,2022/07/27,수,88296,19535242,37.70,51815810,25,24957,0.13
대한민국,일간,2022/07/26,화,100182,19446946,37.53,51815810,25,24932,0.13
대한민국,일간,2022/07/25,월,99268,19346764,37.34,51815810,17,24907,0.13
대한민국,일간,2022/07/24,일,35883,19247496,37.15,51815810,17,24890,0.13
대한민국,일간,2022/07/23,토,65433,19211613,37.08,51815810,18,24873,0.13
대한민국,일간,2022/07/22,금,68521,19146180,36.95,51815810,30,24855,0.13
대한민국,일간,2022/07/21,목,68579,19077659,36.82,51815810,31,24825,0.13
대한민국,일간,2022/07/20,수,71109,19009080,36.69,51815810,17,24794,0.13
대한민국,일간,2022/07/19,화,76378,18937971,36.55,51815810,12,24777,0.13
대한민국,일간,2022/07/18,월,73537,18861593,36.40,51815810,12,24765,0.13
대한민국,일간,2022/07/17,일,26299,18788056,36.26,51815810,11,24753,0.13
대한민국,일간,2022/07/16,토,40342,18761757,36.21,51815810,14,24742,0.13
대한민국,일간,2022/07/15,금,41273,18721415,36.13,51815810,16,24728,0.13
대한민국,일간,2022/07/14,목,38864,18680142,36.05,51815810,16,24712,0.13
대한민국,일간,2022/07/13,수,39169,18641278,35.98,51815810,16,24696,0.13
대한민국,일간,2022/07/12,화,40248,18602109,35.90,51815810,12,24680,0.13
대한민국,일간,2022/07/11,월,37323,18561861,35.82,51815810,7,24668,0.13
대한민국,일간,2022/07/10,일,12693,18524538,35.75,51815810,18,24661,0.13
대한민국,일간,2022/07/09,토,20410,18511845,35.73,51815810,19,24643,0.13
대한민국,일간,2022/07/08,금,20263,18491435,35.69,51815810,19,24624,0.13
대한민국,일간,2022/07/07,목,19310,18471172,35.65,51815810,12,24605,0.13
대한민국,일간,2022/07/06,수,18503,18451862,35.61,51815810,10,24593,0.13
대한민국,일간,2022/07/05,화,19362,18433359,35.57,51815810,7,24583,0.13
대한민국,일간,2022/07/04,월,18133,18413997,35.54,51815810,2,24576,0.13
대한민국,일간,2022/07/03,일,6253,18395864,35.50,51815810,4,24574,0.13
대한민국,일간,2022/07/02,토,10059,18389611,35.49,51815810,8,24570,0.13
대한민국,일간,2022/07/01,금,10695,18379552,35.47,51815810,7,24562,0.13
대한민국,일간,2022/06/30,목,9516,18368857,35.45,51815810,8,24555,0.13
대한민국,일간,2022/06/29,수,9585,18359341,35.43,51815810,10,24547,0.13
대한민국,일간,2022/06/28,화,10437,18349756,35.41,51815810,7,24537,0.13
대한민국,일간,2022/06/27,월,9871,18339319,35.39,51815810,5,24530,0.13
대한민국,일간,2022/06/26,일,3429,18329448,35.37,51815810,3,24525,0.13
대한민국,일간,2022/06/25,토,6246,18326019,35.37,51815810,6,24522,0.13
대한민국,일간,2022/06/24,금,6780,18319773,35.36,51815810,18,24516,0.13
대한민국,일간,2022/06/23,목,7210,18312993,35.34,51815810,10,24498,0.13
대한민국,일간,2022/06/22,수,7442,18305783,35.33,51815810,14,24488,0.13
대한민국,일간,2022/06/21,화,8968,18298341,35.31,51815810,11,24474,0.13
대한민국,일간,2022/06/20,월,9283,18289373,35.30,51815810,12,24463,0.13
대한민국,일간,2022/06/19,일,3538,18280090,35.28,51815810,10,24451,0.13
대한민국,일간,2022/06/18,토,6071,18276552,35.27,51815810,14,24441,0.13
대한민국,일간,2022/06/17,금,6838,18270481,35.26,51815810,11,24427,0.13
대한민국,일간,2022/06/16,목,7186,18263643,35.25,51815810,9,24416,0.13
대한민국,일간,2022/06/15,수,7978,18256457,35.23,51815810,8,24407,0.13
대한민국,일간,2022/06/14,화,9423,18248479,35.22,51815810,9,24399,0.13
대한민국,일간,2022/06/13,월,9768,18239056,35.20,51815810,2,24390,0.13
대한민국,일간,2022/06/12,일,3828,18229288,35.18,51815810,17,24388,0.13
대한민국,일간,2022/06/11,토,7382,18225460,35.17,51815810,20,24371,0.13
대한민국,일간,2022/06/10,금,8428,18218078,35.16,51815810,10,24351,0.13
대한민국,일간,2022/06/09,목,9304,18209650,35.14,51815810,18,24341,0.13
대한민국,일간,2022/06/08,수,12146,18200346,35.13,51815810,18,24323,0.13
대한민국,일간,2022/06/07,화,13320,18188200,35.10,51815810,6,24305,0.13
대한민국,일간,2022/06/06,월,6172,18174880,35.08,51815810,20,24299,0.13
대한민국,일간,2022/06/05,일,5022,18168708,35.06,51815810,21,24279,0.13
대한민국,일간,2022/06/04,토,9835,18163686,35.05,51815810,20,24258,0.13
대한민국,일간,2022/06/03,금,12016,18153851,35.04,51815810,9,24238,0.13
대한민국,일간,2022/06/02,목,12522,18141835,35.01,51815810,17,24229,0.13
대한민국,일간,2022/06/01,수,9898,18129313,34.99,51815810,15,24212,0.13
대한민국,일간,2022/05/31,화,15777,18119415,34.97,51815810,21,24197,0.13
대한민국,일간,2022/05/30,월,17176,18103638,34.94,51815810,9,24176,0.13
대한민국,일간,2022/05/29,일,6139,18086462,34.91,51815810,9,24167,0.13
대한민국,일간,2022/05/28,토,12654,18080323,34.89,51815810,19,24158,0.13
대한민국,일간,2022/05/27,금,14382,18067669,34.87,51815810,36,24139,0.13
대한민국,일간,2022/05/26,목,16567,18053287,34.84,51815810,40,24103,0.13
대한민국,일간,2022/05/25,수,18797,18036720,34.81,51815810,34,24063,0.13
대한민국,일간,2022/05/24,화,23938,18017923,34.77,51815810,23,24029,0.13
대한민국,일간,2022/05/23,월,26313,17993985,34.73,51815810,19,24006,0.13
대한민국,일간,2022/05/22,일,9975,17967672,34.68,51815810,22,23987,0.13
대한민국,일간,2022/05/21,토,19298,17957697,34.66,51815810,54,23965,0.13
대한민국,일간,2022/05/20,금,23442,17938399,34.62,51815810,26,23911,0.13
대한민국,일간,2022/05/19,목,25108,17914957,34.57,51815810,43,23885,0.13
대한민국,일간,2022/05/18,수,28105,17889849,34.53,51815810,40,23842,0.13
대한민국,일간,2022/05/17,화,31315,17861744,34.47,51815810,31,23802,0.13
대한민국,일간,2022/05/16,월,35072,17830429,34.41,51815810,27,23771,0.13
대한민국,일간,2022/05/15,일,13296,17795357,34.34,51815810,35,23744,0.13
대한민국,일간,2022/05/14,토,25434,17782061,34.32,51815810,48,23709,0.13
대한민국,일간,2022/05/13,금,29541,17756627,34.27,51815810,55,23661,0.13
대한민국,일간,2022/05/12,목,32409,17727086,34.21,51815810,52,23606,0.13
대한민국,일간,2022/05/11,수,35883,17694677,34.15,51815810,63,23554,0.13
대한민국,일간,2022/05/10,화,43899,17658794,34.08,51815810,29,23491,0.13
대한민국,일간,2022/05/09,월,49896,17614895,34.00,51815810,62,23462,0.13
대한민국,일간,2022/05/08,일,20601,17564999,33.90,51815810,40,23400,0.13
대한민국,일간,2022/05/07,토,40064,17544398,33.86,51815810,71,23360,0.13
대한민국,일간,2022/05/06,금,39552,17504334,33.78,51815810,83,23289,0.13
대한민국,일간,2022/05/05,목,26714,17464782,33.71,51815810,48,23206,0.13
대한민국,일간,2022/05/04,수,42277,17438068,33.65,51815810,79,23158,0.13
대한민국,일간,2022/05/03,화,49038,17395791,33.57,51815810,72,23079,0.13
대한민국,일간,2022/05/02,월,51020,17346753,33.48,51815810,49,23007,0.13
대한민국,일간,2022/05/01,일,20084,17295733,33.38,51815810,83,22958,0.13
대한민국,일간,2022/04/30,토,37771,17275649,33.34,51815810,81,22875,0.13
대한민국,일간,2022/04/29,금,43262,17237878,33.27,51815810,70,22794,0.13
대한민국,일간,2022/04/28,목,50568,17194616,33.18,51815810,136,22724,0.13
대한민국,일간,2022/04/27,수,57422,17144048,33.09,51815810,122,22588,0.13
대한민국,일간,2022/04/26,화,76761,17086626,32.98,51815810,141,22466,0.13
대한민국,일간,2022/04/25,월,80301,17009865,32.83,51815810,82,22325,0.13
대한민국,일간,2022/04/24,일,34370,16929564,32.67,51815810,110,22243,0.13
대한민국,일간,2022/04/23,토,64725,16895194,32.61,51815810,109,22133,0.13
대한민국,일간,2022/04/22,금,75414,16830469,32.48,51815810,151,22024,0.13
대한민국,일간,2022/04/21,목,81010,16755055,32.34,51815810,206,21873,0.13
대한민국,일간,2022/04/20,수,90825,16674045,32.18,51815810,147,21667,0.13
대한민국,일간,2022/04/19,화,111280,16583220,32.00,51815810,166,21520,0.13
대한민국,일간,2022/04/18,월,118445,16471940,31.79,51815810,130,21354,0.13
대한민국,일간,2022/04/17,일,47743,16353495,31.56,51815810,132,21224,0.13
대한민국,일간,2022/04/16,토,93001,16305752,31.47,51815810,203,21092,0.13
대한민국,일간,2022/04/15,금,107882,16212751,31.29,51815810,273,20889,0.13
대한민국,일간,2022/04/14,목,125808,16104869,31.08,51815810,264,20616,0.13
대한민국,일간,2022/04/13,수,148417,15979061,30.84,51815810,318,20352,0.13
대한민국,일간,2022/04/12,화,195370,15830644,30.55,51815810,184,20034,0.13
대한민국,일간,2022/04/11,월,210676,15635274,30.17,51815810,171,19850,0.13
대한민국,일간,2022/04/10,일,90928,15424598,29.77,51815810,258,19679,0.13
대한민국,일간,2022/04/09,토,164481,15333670,29.59,51815810,329,19421,0.13
대한민국,일간,2022/04/08,금,185495,15169189,29.28,51815810,338,19092,0.13
대한민국,일간,2022/04/07,목,205289,14983694,28.92,51815810,373,18754,0.13
대한민국,일간,2022/04/06,수,224761,14778405,28.52,51815810,348,18381,0.12
대한민국,일간,2022/04/05,화,286243,14553644,28.09,51815810,371,18033,0.12
대한민국,일간,2022/04/04,월,265995,14267401,27.53,51815810,209,17662,0.12
대한민국,일간,2022/04/03,일,127190,14001406,27.02,51815810,218,17453,0.12
대한민국,일간,2022/04/02,토,234301,13874216,26.78,51815810,306,17235,0.12
대한민국,일간,2022/04/01,금,264097,13639915,26.32,51815810,339,16929,0.12
대한민국,일간,2022/03/31,목,280187,13375818,25.81,51815810,360,16590,0.12
대한민국,일간,2022/03/30,수,320675,13095631,25.27,51815810,375,16230,0.12
대한민국,일간,2022/03/29,화,424528,12774956,24.65,51815810,432,15855,0.12
대한민국,일간,2022/03/28,월,347374,12350428,23.84,51815810,237,15423,0.12
대한민국,일간,2022/03/27,일,187213,12003054,23.16,51815810,287,15186,0.13
대한민국,일간,2022/03/26,토,318130,11815841,22.80,51815810,282,14899,0.13
대한민국,일간,2022/03/25,금,335479,11497711,22.19,51815810,323,14617,0.13
대한민국,일간,2022/03/24,목,339396,11162232,21.54,51815810,392,14294,0.13
대한민국,일간,2022/03/23,수,395589,10822836,20.89,51815810,470,13902,0.13
대한민국,일간,2022/03/22,화,490707,10427247,20.12,51815810,291,13432,0.13
대한민국,일간,2022/03/21,월,353725,9936540,19.18,51815810,384,13141,0.13
대한민국,일간,2022/03/20,일,209169,9582815,18.49,51815810,329,12757,0.13
대한민국,일간,2022/03/19,토,334708,9373646,18.09,51815810,327,12428,0.13
대한민국,일간,2022/03/18,금,381329,9038938,17.44,51815810,319,12101,0.13
대한민국,일간,2022/03/17,목,407017,8657609,16.71,51815810,301,11782,0.14
대한민국,일간,2022/03/16,수,621317,8250592,15.92,51815810,429,11481,0.14
대한민국,일간,2022/03/15,화,400725,7629275,14.72,51815810,164,11052,0.14
대한민국,일간,2022/03/14,월,362328,7228550,13.95,51815810,293,10888,0.15
대한민국,일간,2022/03/13,일,309769,6866222,13.25,51815810,200,10595,0.15
대한민국,일간,2022/03/12,토,350176,6556453,12.65,51815810,251,10395,0.16
대한민국,일간,2022/03/11,금,383651,6206277,11.98,51815810,269,10144,0.16
대한민국,일간,2022/03/10,목,282976,5822626,11.24,51815810,229,9875,0.17
대한민국,일간,2022/03/09,수,327532,5539650,10.69,51815810,206,9646,0.17
대한민국,일간,2022/03/08,화,342427,5212118,10.06,51815810,158,9440,0.18
대한민국,일간,2022/03/07,월,202714,4869691,9.40,51815810,186,9282,0.19
대한민국,일간,2022/03/06,일,210713,4666977,9.01,51815810,139,9096,0.19
대한민국,일간,2022/03/05,토,243612,4456264,8.60,51815810,161,8957,0.20
대한민국,일간,2022/03/04,금,254326,4212652,8.13,51815810,216,8796,0.21
대한민국,일간,2022/03/03,목,266838,3958326,7.64,51815810,186,8580,0.22
대한민국,일간,2022/03/02,수,198802,3691488,7.12,51815810,128,8394,0.23
대한민국,일간,2022/03/01,화,219237,3492686,6.74,51815810,96,8266,0.24
대한민국,일간,2022/02/28,월,138993,3273449,6.32,51815810,112,8170,0.25
대한민국,일간,2022/02/27,일,139615,3134456,6.05,51815810,114,8058,0.26
대한민국,일간,2022/02/26,토,163558,2994841,5.78,51815810,49,7944,0.27
대한민국,일간,2022/02/25,금,166206,2831283,5.46,51815810,112,7895,0.28
대한민국,일간,2022/02/24,목,165889,2665077,5.14,51815810,94,7783,0.29
대한민국,일간,2022/02/23,수,170006,2499188,4.82,51815810,82,7689,0.31
대한민국,일간,2022/02/22,화,171448,2329182,4.50,51815810,99,7607,0.33
대한민국,일간,2022/02/21,월,99550,2157734,4.16,51815810,58,7508,0.35
대한민국,일간,2022/02/20,일,95347,2058184,3.97,51815810,45,7450,0.36
대한민국,일간,2022/02/19,토,104828,1962837,3.79,51815810,51,7405,0.38
대한민국,일간,2022/02/18,금,102203,1858009,3.59,51815810,71,7354,0.40
대한민국,일간,2022/02/17,목,109828,1755806,3.39,51815810,45,7283,0.41
대한민국,일간,2022/02/16,수,93127,1645978,3.18,51815810,36,7238,0.44
대한민국,일간,2022/02/15,화,90430,1552851,3.00,51815810,39,7202,0.46
대한민국,일간,2022/02/14,월,57175,1462421,2.82,51815810,61,7163,0.49
대한민국,일간,2022/02/13,일,54616,1405246,2.71,51815810,21,7102,0.51
대한민국,일간,2022/02/12,토,56425,1350630,2.61,51815810,36,7081,0.52
대한민국,일간,2022/02/11,금,54918,1294205,2.50,51815810,33,7045,0.54
대한민국,일간,2022/02/10,목,53926,1239287,2.39,51815810,49,7012,0.57
대한민국,일간,2022/02/09,수,54122,1185361,2.29,51815810,20,6963,0.59
대한민국,일간,2022/02/08,화,49558,1131239,2.18,51815810,21,6943,0.61
대한민국,일간,2022/02/07,월,36718,1081681,2.09,51815810,36,6922,0.64
대한민국,일간,2022/02/06,일,35275,1044963,2.02,51815810,13,6886,0.66
대한민국,일간,2022/02/05,토,38670,1009688,1.95,51815810,15,6873,0.68
대한민국,일간,2022/02/04,금,36362,971018,1.87,51815810,22,6858,0.71
대한민국,일간,2022/02/03,목,27442,934656,1.80,51815810,24,6836,0.73
대한민국,일간,2022/02/02,수,22904,907214,1.75,51815810,25,6812,0.75
대한민국,일간,2022/02/01,화,20268,884310,1.71,51815810,15,6787,0.77
대한민국,일간,2022/01/31,월,18333,864042,1.67,51815810,17,6772,0.78
대한민국,일간,2022/01/30,일,17072,845709,1.63,51815810,23,6755,0.80
대한민국,일간,2022/01/29,토,17515,828637,1.60,51815810,20,6732,0.81
대한민국,일간,2022/01/28,금,17540,811122,1.57,51815810,34,6712,0.83
대한민국,일간,2022/01/27,목,16085,793582,1.53,51815810,24,6678,0.84
대한민국,일간,2022/01/26,수,14514,777497,1.50,51815810,34,6654,0.86
대한민국,일간,2022/01/25,화,13004,762983,1.47,51815810,32,6620,0.87
대한민국,일간,2022/01/24,월,8566,749979,1.45,51815810,23,6588,0.88
대한민국,일간,2022/01/23,일,7511,741413,1.43,51815810,25,6565,0.89
대한민국,일간,2022/01/22,토,7628,733902,1.42,51815810,11,6540,0.89
대한민국,일간,2022/01/21,금,7005,726274,1.40,51815810,28,6529,0.90
대한민국,일간,2022/01/20,목,6766,719269,1.39,51815810,21,6501,0.90
대한민국,일간,2022/01/19,수,6601,712503,1.38,51815810,28,6480,0.91
대한민국,일간,2022/01/18,화,5800,705902,1.36,51815810,74,6452,0.91
대한민국,일간,2022/01/17,월,4070,700102,1.35,51815810,45,6378,0.91
대한민국,일간,2022/01/16,일,3858,696032,1.34,51815810,23,6333,0.91
대한민국,일간,2022/01/15,토,4190,692174,1.34,51815810,29,6310,0.91
대한민국,일간,2022/01/14,금,4418,687984,1.33,51815810,22,6281,0.91
대한민국,일간,2022/01/13,목,4536,683566,1.32,51815810,49,6259,0.92
대한민국,일간,2022/01/12,수,4162,679030,1.31,51815810,44,6210,0.91
대한민국,일간,2022/01/11,화,4385,674868,1.30,51815810,52,6166,0.91
대한민국,일간,2022/01/10,월,3093,670483,1.29,51815810,43,6114,0.91
대한민국,일간,2022/01/09,일,2999,667390,1.29,51815810,34,6071,0.91
대한민국,일간,2022/01/08,토,3376,664391,1.28,51815810,51,6037,0.91
대한민국,일간,2022/01/07,금,3507,661015,1.28,51815810,54,5986,0.91
대한민국,일간,2022/01/06,목,3716,657508,1.27,51815810,45,5932,0.90
대한민국,일간,2022/01/05,수,4123,653792,1.26,51815810,49,5887,0.90
대한민국,일간,2022/01/04,화,4443,649669,1.25,51815810,57,5838,0.90
대한민국,일간,2022/01/03,월,3019,645226,1.25,51815810,51,5781,0.90
대한민국,일간,2022/01/02,일,3124,642207,1.24,51815810,36,5730,0.89
대한민국,일간,2022/01/01,토,3830,639083,1.23,51815810,69,5694,0.89
대한민국,일간,2021/12/31,금,4415,635253,1.23,51830139,62,5625,0.89
대한민국,일간,2021/12/30,목,4871,630838,1.22,51830139,108,5563,0.88
대한민국,일간,2021/12/29,수,5029,625967,1.21,51830139,73,5455,0.87
대한민국,일간,2021/12/28,화,5406,620938,1.20,51830139,36,5382,0.87
대한민국,일간,2021/12/27,월,3862,615532,1.19,51830139,46,5346,0.87
대한민국,일간,2021/12/26,일,4207,611670,1.18,51830139,55,5300,0.87
대한민국,일간,2021/12/25,토,5418,607463,1.17,51830139,69,5245,0.86
대한민국,일간,2021/12/24,금,5836,602045,1.16,51830139,105,5176,0.86
대한민국,일간,2021/12/23,목,6231,596209,1.15,51830139,56,5071,0.85
대한민국,일간,2021/12/22,수,6913,589978,1.14,51830139,109,5015,0.85
대한민국,일간,2021/12/21,화,7450,583065,1.12,51830139,78,4906,0.84
대한민국,일간,2021/12/20,월,5201,575615,1.11,51830139,52,4828,0.84
대한민국,일간,2021/12/19,일,5316,570414,1.10,51830139,54,4776,0.84
대한민국,일간,2021/12/18,토,6234,565098,1.09,51830139,78,4722,0.84
대한민국,일간,2021/12/17,금,7313,558864,1.08,51830139,53,4644,0.83
대한민국,일간,2021/12/16,목,7434,551551,1.06,51830139,73,4591,0.83
대한민국,일간,2021/12/15,수,7622,544117,1.05,51830139,62,4518,0.83
대한민국,일간,2021/12/14,화,7843,536495,1.04,51830139,69,4456,0.83
대한민국,일간,2021/12/13,월,5564,528652,1.02,51830139,94,4387,0.83
대한민국,일간,2021/12/12,일,5817,523088,1.01,51830139,40,4293,0.82
대한민국,일간,2021/12/11,토,6688,517271,1.00,51830139,43,4253,0.82
대한민국,일간,2021/12/10,금,6977,510583,0.99,51830139,80,4210,0.82
대한민국,일간,2021/12/09,목,7022,503606,0.97,51830139,53,4130,0.82
대한민국,일간,2021/12/08,수,7100,496584,0.96,51830139,57,4077,0.82
대한민국,일간,2021/12/07,화,7174,489484,0.94,51830139,63,4020,0.82
대한민국,일간,2021/12/06,월,4952,482310,0.93,51830139,64,3957,0.82
대한민국,일간,2021/12/05,일,4324,477358,0.92,51830139,41,3893,0.82
대한민국,일간,2021/12/04,토,5127,473034,0.91,51830139,43,3852,0.81
대한민국,일간,2021/12/03,금,5352,467907,0.90,51830139,70,3809,0.81
대한민국,일간,2021/12/02,목,4943,462555,0.89,51830139,34,3739,0.81
대한민국,일간,2021/12/01,수,5262,457612,0.88,51830139,46,3705,0.81
대한민국,일간,2021/11/30,화,5120,452350,0.87,51830139,35,3659,0.81
대한민국,일간,2021/11/29,월,3030,447230,0.86,51830139,44,3624,0.81
대한민국,일간,2021/11/28,일,3304,444200,0.86,51830139,32,3580,0.81
대한민국,일간,2021/11/27,토,3928,440896,0.85,51830139,56,3548,0.80
대한민국,일간,2021/11/26,금,4067,436968,0.84,51830139,52,3492,0.80
대한민국,일간,2021/11/25,목,3899,432901,0.84,51830139,39,3440,0.79
대한민국,일간,2021/11/24,수,3937,429002,0.83,51830139,38,3401,0.79
대한민국,일간,2021/11/23,화,4115,425065,0.82,51830139,35,3363,0.79
대한민국,일간,2021/11/22,월,2698,420950,0.81,51830139,30,3328,0.79
대한민국,일간,2021/11/21,일,2827,418252,0.81,51830139,24,3298,0.79
대한민국,일간,2021/11/20,토,3114,415425,0.80,51830139,30,3274,0.79
대한민국,일간,2021/11/19,금,3212,412311,0.80,51830139,29,3244,0.79
대한민국,일간,2021/11/18,목,3034,409099,0.79,51830139,28,3215,0.79
대한민국,일간,2021/11/17,수,3290,406065,0.78,51830139,29,3187,0.78
대한민국,일간,2021/11/16,화,3184,402775,0.78,51830139,21,3158,0.78
대한민국,일간,2021/11/15,월,2125,399591,0.77,51830139,22,3137,0.79
대한민국,일간,2021/11/14,일,2006,397466,0.77,51830139,12,3115,0.78
대한민국,일간,2021/11/13,토,2418,395460,0.76,51830139,20,3103,0.78
대한민국,일간,2021/11/12,금,2323,393042,0.76,51830139,32,3083,0.78
대한민국,일간,2021/11/11,목,2368,390719,0.75,51830139,18,3051,0.78
대한민국,일간,2021/11/10,수,2520,388351,0.75,51830139,21,3033,0.78
대한민국,일간,2021/11/09,화,2424,385831,0.74,51830139,14,3012,0.78
대한민국,일간,2021/11/08,월,1713,383407,0.74,51830139,18,2998,0.78
대한민국,일간,2021/11/07,일,1759,381694,0.74,51830139,13,2980,0.78
대한민국,일간,2021/11/06,토,2223,379935,0.73,51830139,11,2967,0.78
대한민국,일간,2021/11/05,금,2248,377712,0.73,51830139,20,2956,0.78
대한민국,일간,2021/11/04,목,2344,375464,0.72,51830139,20,2936,0.78
대한민국,일간,2021/11/03,수,2480,373120,0.72,51830139,24,2916,0.78
대한민국,일간,2021/11/02,화,2666,370640,0.72,51830139,18,2892,0.78
대한민국,일간,2021/11/01,월,1588,367974,0.71,51830139,16,2874,0.78
대한민국,일간,2021/10/31,일,1686,366386,0.71,51830139,9,2858,0.78
대한민국,일간,2021/10/30,토,2061,364700,0.70,51830139,19,2849,0.78
대한민국,일간,2021/10/29,금,2103,362639,0.70,51830139,13,2830,0.78
대한민국,일간,2021/10/28,목,2124,360536,0.70,51830139,9,2817,0.78
대한민국,일간,2021/10/27,수,2107,358412,0.69,51830139,11,2808,0.78
대한민국,일간,2021/10/26,화,1950,356305,0.69,51830139,9,2797,0.79
대한민국,일간,2021/10/25,월,1266,354355,0.68,51830139,15,2788,0.79
대한민국,일간,2021/10/24,일,1190,353089,0.68,51830139,7,2773,0.79
대한민국,일간,2021/10/23,토,1423,351899,0.68,51830139,21,2766,0.79
대한민국,일간,2021/10/22,금,1507,350476,0.68,51830139,20,2745,0.78
대한민국,일간,2021/10/21,목,1440,348969,0.67,51830139,16,2725,0.78
대한민국,일간,2021/10/20,수,1441,347529,0.67,51830139,11,2709,0.78
대한민국,일간,2021/10/19,화,1570,346088,0.67,51830139,9,2698,0.78
대한민국,일간,2021/10/18,월,1073,344518,0.66,51830139,21,2689,0.78
대한민국,일간,2021/10/17,일,1049,343445,0.66,51830139,8,2668,0.78
대한민국,일간,2021/10/16,토,1418,342396,0.66,51830139,16,2660,0.78
대한민국,일간,2021/10/15,금,1617,340978,0.66,51830139,18,2644,0.78
대한민국,일간,2021/10/14,목,1682,339361,0.65,51830139,8,2626,0.77
대한민국,일간,2021/10/13,수,1937,337679,0.65,51830139,13,2618,0.78
대한민국,일간,2021/10/12,화,1579,335742,0.65,51830139,11,2605,0.78
대한민국,일간,2021/10/11,월,1347,334163,0.64,51830139,11,2594,0.78
대한민국,일간,2021/10/10,일,1297,332816,0.64,51830139,8,2583,0.78
대한민국,일간,2021/10/09,토,1594,331519,0.64,51830139,15,2575,0.78
대한민국,일간,2021/10/08,금,1949,329925,0.64,51830139,6,2560,0.78
대한민국,일간,2021/10/07,목,2172,327976,0.63,51830139,10,2554,0.78
대한민국,일간,2021/10/06,수,2425,325804,0.63,51830139,8,2544,0.78
대한민국,일간,2021/10/05,화,2027,323379,0.62,51830139,12,2536,0.78
대한민국,일간,2021/10/04,월,1575,321352,0.62,51830139,11,2524,0.79
대한민국,일간,2021/10/03,일,1672,319777,0.62,51830139,6,2513,0.79
대한민국,일간,2021/10/02,토,2085,318105,0.61,51830139,3,2507,0.79
대한민국,일간,2021/10/01,금,2247,316020,0.61,51830139,7,2504,0.79
대한민국,일간,2021/09/30,목,2484,313773,0.61,51830139,16,2497,0.80
대한민국,일간,2021/09/29,수,2564,311289,0.60,51830139,7,2481,0.80
대한민국,일간,2021/09/28,화,2883,308725,0.60,51830139,10,2474,0.80
대한민국,일간,2021/09/27,월,2289,305842,0.59,51830139,8,2464,0.81
대한민국,일간,2021/09/26,일,2381,303553,0.59,51830139,6,2456,0.81
대한민국,일간,2021/09/25,토,2770,301172,0.58,51830139,9,2450,0.81
대한민국,일간,2021/09/24,금,3270,298402,0.58,51830139,7,2441,0.82
대한민국,일간,2021/09/23,목,2433,295132,0.57,51830139,7,2434,0.82
대한민국,일간,2021/09/22,수,1716,292699,0.56,51830139,8,2427,0.83
대한민국,일간,2021/09/21,화,1720,290983,0.56,51830139,6,2419,0.83
대한민국,일간,2021/09/20,월,1727,289263,0.56,51830139,4,2413,0.83
대한민국,일간,2021/09/19,일,1605,287536,0.55,51830139,5,2409,0.84
대한민국,일간,2021/09/18,토,1909,285931,0.55,51830139,10,2404,0.84
대한민국,일간,2021/09/17,금,2084,284022,0.55,51830139,5,2394,0.84
대한민국,일간,2021/09/16,목,2008,281938,0.54,51830139,3,2389,0.85
대한민국,일간,2021/09/15,수,1941,279930,0.54,51830139,6,2386,0.85
대한민국,일간,2021/09/14,화,2079,277989,0.54,51830139,13,2380,0.86
대한민국,일간,2021/09/13,월,1495,275910,0.53,51830139,7,2367,0.86
대한민국,일간,2021/09/12,일,1433,274415,0.53,51830139,1,2360,0.86
대한민국,일간,2021/09/11,토,1755,272982,0.53,51830139,1,2359,0.86
대한민국,일간,2021/09/10,금,1865,271227,0.52,51830139,10,2358,0.87
대한민국,일간,2021/09/09,목,1892,269362,0.52,51830139,5,2348,0.87
대한민국,일간,2021/09/08,수,2047,267470,0.52,51830139,9,2343,0.88
대한민국,일간,2021/09/07,화,2049,265423,0.51,51830139,4,2334,0.88
대한민국,일간,2021/09/06,월,1596,263374,0.51,51830139,3,2330,0.88
대한민국,일간,2021/09/05,일,1374,261778,0.51,51830139,6,2327,0.89
대한민국,일간,2021/09/04,토,1491,260404,0.50,51830139,6,2321,0.89
대한민국,일간,2021/09/03,금,1803,258913,0.50,51830139,7,2315,0.89
대한민국,일간,2021/09/02,목,1709,257110,0.50,51830139,5,2308,0.90
대한민국,일간,2021/09/01,수,1956,255401,0.49,51830139,11,2303,0.90
대한민국,일간,2021/08/31,화,2024,253445,0.49,51830139,7,2292,0.90
대한민국,일간,2021/08/30,월,1370,251421,0.49,51830139,1,2285,0.91
대한민국,일간,2021/08/29,일,1483,250051,0.48,51830139,5,2284,0.91
대한민국,일간,2021/08/28,토,1617,248568,0.48,51830139,3,2279,0.92
